id,fac_name,un_name
670,علوم الحاسوب,كلية الريادة لعلوم إدارة الأعمال والتكنولوجيا
671,تقنية المعلومات,كلية الريادة لعلوم إدارة الأعمال والتكنولوجيا
672,نظم المعلومات,كلية الريادة لعلوم إدارة الأعمال والتكنولوجيا
673,علوم إدارة الأعمال,كلية الريادة لعلوم إدارة الأعمال والتكنولوجيا
674,العلوم الإقتصادية,كلية الريادة لعلوم إدارة الأعمال والتكنولوجيا
675,الطب,كلية الأفق للعلوم والتكنولوجيا
676,علوم المختبرات الطبية,كلية الأفق للعلوم والتكنولوجيا
677,علوم التمريض,كلية الأفق للعلوم والتكنولوجيا
678,العلاج الطبيعى,كلية الأفق للعلوم والتكنولوجيا
679,تقنية المعلومات,كلية الأفق للعلوم والتكنولوجيا
680,العلوم الإدارية,كلية الأفق للعلوم والتكنولوجيا
681,الإقتصاد والعلوم المالية,كلية الأفق للعلوم والتكنولوجيا
682,اللغة الإنجليزية وآدابها,كلية الأفق للعلوم والتكنولوجيا
683,الطب والجراحة,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
684,طب الأسنان,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
685,علوم المختبرات الطبية,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
686,الإشعة,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
687,علوم التمريض,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
688,تقنية المعلومات,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
689,العلوم الجمركية,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
690,الإقتصاد والتجارة الدولية,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
691,العلوم الإدارية,كلية العلوم الجمركية والطبية والتكنولوجيا - الخرطوم
692,العلوم الإدارية,كلية الخرطوم للطيران والتكنولوجيا - الخرطوم
693,علوم البصريات,كلية مكة التقنية لطب العيون - الخرطوم
694,مساعد طب العيون,كلية مكة التقنية لطب العيون - الخرطوم
695,تقانى العيون,كلية مكة التقنية لطب العيون - الخرطوم
696,هندسة ميكانيكا الطيران,كلية صافات للعلوم والتقانة - الخرطوم
697,الهندسـة المـدنية,كلية صافات للعلوم والتقانة - الخرطوم
698,تقانة المعلومات,كلية صافات للعلوم والتقانة - الخرطوم
699,العلوم الإدارية,كلية صافات للعلوم والتقانة - الخرطوم
700,هندسة العمارة,الكلية السودانية للعلوم والتكنولوجيا – ام درمان
701,تقانة المعلومات,الكلية السودانية للعلوم والتكنولوجيا – ام درمان
702,العلوم الإدارية,الكلية السودانية للعلوم والتكنولوجيا – ام درمان
703,الطب,كلية نبتة - الخرطوم
704,طب الأسنان,كلية نبتة - الخرطوم
705,الصيدلة,كلية نبتة - الخرطوم
706,علوم المختبرات الطبية,كلية نبتة - الخرطوم
707,علوم التمريض,كلية نبتة - الخرطوم
708,علوم الحاسوب,كلية نبتة - الخرطوم
709,تقانة المعلومات,كلية نبتة - الخرطوم
710,العلوم الإدارية,كلية نبتة - الخرطوم
711,الطب والجراحة,كلية الجزيرة للعلوم الطبية والتكنولوجيا - مدنى
712,الصيدلة,كلية الجزيرة للعلوم الطبية والتكنولوجيا - مدنى
713,علوم المختبرات الطبية,كلية الجزيرة للعلوم الطبية والتكنولوجيا - مدنى
714,التمريض,كلية الجزيرة للعلوم الطبية والتكنولوجيا - مدنى
715,العلوم الإدارية,كلية الجزيرة للعلوم الطبية والتكنولوجيا - مدنى
716,تقانة المعلومات,كلية الجزيرة للعلوم الطبية والتكنولوجيا - مدنى
717,هندسة الاتصالات,أكاديمية السودان لعلوم وتكنولوجيا الطيران - الخرطوم
718,هندسة نظم الطيران,أكاديمية السودان لعلوم وتكنولوجيا الطيران - الخرطوم
719,إدارة الحركة الجوية,أكاديمية السودان لعلوم وتكنولوجيا الطيران - الخرطوم
720,إدارة الطيران,أكاديمية السودان لعلوم وتكنولوجيا الطيران - الخرطوم
721,تقانة المعلومات,أكاديمية السودان لعلوم وتكنولوجيا الطيران - الخرطوم
722,الطب البشرى,كلية الفجر للعلوم والتكنلوجيا
723,طب الأسنان,كلية الفجر للعلوم والتكنلوجيا
724,الصيدلة,كلية الفجر للعلوم والتكنلوجيا
725,المختبرات الطبية,كلية الفجر للعلوم والتكنلوجيا
726,علوم التمريض,كلية الفجر للعلوم والتكنلوجيا
727,العلاج الطبيعى,كلية الفجر للعلوم والتكنلوجيا
728,العلوم الإدارية,كلية الفجر للعلوم والتكنلوجيا
729,تقانة المعلومات,كلية الفجر للعلوم والتكنلوجيا
730,العلوم الإدارية,كلية فكتوريا للعلوم والتكنولوجيا - الخرطوم
731,الطب,كلية الحياة
732,طب الأسنان,كلية الحياة
733,الصيدلة,كلية الحياة
734,علوم المختبرات الطبية,كلية الحياة
735,التمريض,كلية الحياة
736,هندسة الاتصالات,كلية الحياة
737,الهندسة الطبية,كلية الحياة
738,الهندسة الكهربائية (انظمة القدرة ),كلية الحياة
739,تقانة المعلومات,كلية الحياة
740,البكالوريوس التقانى فى هندسة الكهرباء والإلكترونيات,كلية انترناشونال للعلوم والتكنولوجيا
741,البكالوريوس التقانى فى هندسة صيانة الطائرات,كلية انترناشونال للعلوم والتكنولوجيا
742,العلوم الإدارية,كلية انترناشونال للعلوم والتكنولوجيا
743,الطب والجراحة,كلية القضارف للعلوم والتكنولوجيا - القضارف
744,المختبرات الطبية,كلية القضارف للعلوم والتكنولوجيا - القضارف
745,الإقتصاد والعلوم والإدارية,كلية القضارف للعلوم والتكنولوجيا - القضارف
746,رياض الاطفال والتربية الخاصة,كلية القضارف للعلوم والتكنولوجيا - القضارف
747,المحاسبة والمراجعة الإلكترونية,كلية المعرفة للعلوم والتكنولوجيا - الخرطوم
748,التامين الآكشورى,كلية المعرفة للعلوم والتكنولوجيا - الخرطوم
749,الإقتصاد,كلية المعرفة للعلوم والتكنولوجيا - الخرطوم
750,إدارة الاعمال,كلية المعرفة للعلوم والتكنولوجيا - الخرطوم
751,الطب والجراحة,كلية الصفا - الخرطوم
752,طب الأسنان,كلية الصفا - الخرطوم
753,الصيدلة,كلية الصفا - الخرطوم
754,العلاج الطبيعي,كلية الصفا - الخرطوم
755,هندسة البرمجيات,كلية رويال للعلوم والتكنولوجيا - الخرطوم
756,تقانة المعلومات,كلية رويال للعلوم والتكنولوجيا - الخرطوم
757,نظم المعلومات,كلية رويال للعلوم والتكنولوجيا - الخرطوم
758,العلوم الإدارية,كلية رويال للعلوم والتكنولوجيا - الخرطوم
760,تقانة المعلومات,كلية المقرن للعلوم والتكنولوجيا - امدرمان
761,العلوم الإدارية,كلية المقرن للعلوم والتكنولوجيا - امدرمان
762,نظم المعلومات المحاسبية,كلية المقرن للعلوم والتكنولوجيا - امدرمان
763,نظم المعلومات الإدارية,كلية المقرن للعلوم والتكنولوجيا - امدرمان
764,نظم المعلومات المصرفية,كلية المقرن للعلوم والتكنولوجيا - امدرمان
765,الطب والجراحة,كلية شمال كردفان - الأبيض
766,علوم التمريض,كلية شمال كردفان - الأبيض
767,العلوم الإدارية,كلية شمال كردفان - الأبيض
768,اللغة الإنجليزية وآدابها,كلية شمال كردفان - الأبيض
769,تقانة المعلومات,كلية شمال كردفان - الأبيض
770,العلوم الإدارية,كلية العلا للعلوم والتكنولوجيا - الخرطوم
771,الإقتصاد,كلية العلا للعلوم والتكنولوجيا - الخرطوم
772,تقانة المعلومات,كلية العلا للعلوم والتكنولوجيا - الخرطوم
773,الطب والجراحة,كلية دار العلوم والتكنولوجيا - الخرطوم
774,علوم المختبرات الطبية,كلية دار العلوم والتكنولوجيا - الخرطوم
775,علوم التمريض,كلية دار العلوم والتكنولوجيا - الخرطوم
776,العلوم الإدارية,كلية دار العلوم والتكنولوجيا - الخرطوم
777,تقانة المعلومات,كلية دار العلوم والتكنولوجيا - الخرطوم
778,الإقتصاد والدراسات المصرفية,كلية دار العلوم والتكنولوجيا - الخرطوم
779,القانون,كلية دار العلوم والتكنولوجيا - الخرطوم
780,الطب والجراحة,كلية إمبريال - الخرطوم
781,طب وجراحة الأسنان,كلية إمبريال - الخرطوم
782,الصيدلة,كلية إمبريال - الخرطوم
783,علوم المختبرات الطبية,كلية إمبريال - الخرطوم
784,علوم التمريض,كلية إمبريال - الخرطوم
785,العلوم الإدارية,كلية إمبريال - الخرطوم
786,القانون,كلية إمبريال - الخرطوم
787,الطب,كلية المدائن للعلوم الطبية والتكنولوجيا - الخرطوم
788,طب وجراحة الأسنان,كلية المدائن للعلوم الطبية والتكنولوجيا - الخرطوم
789,الصيدلة,كلية المدائن للعلوم الطبية والتكنولوجيا - الخرطوم
790,علوم المختبرات الطبية,كلية المدائن للعلوم الطبية والتكنولوجيا - الخرطوم
791,علوم التمريض,كلية المدائن للعلوم الطبية والتكنولوجيا - الخرطوم
792,الهندسة المدنية,كلية المدائن للعلوم الطبية والتكنولوجيا - الخرطوم
793,العلوم الإدارية,كلية المدائن للعلوم الطبية والتكنولوجيا - الخرطوم
794,تقانة المعلومات,كلية المدائن للعلوم الطبية والتكنولوجيا - الخرطوم
795,الشريعة والقانون,كلية النبلاء للعلوم والتكنولوجيا
796,العلوم الإدارية,كلية النبلاء للعلوم والتكنولوجيا
797,تقانة المعلومات,كلية النبلاء للعلوم والتكنولوجيا
798,المختبرات الطبية,الكلية العالمية للعلوم والتكنولوجيا
799,علوم التمريض,الكلية العالمية للعلوم والتكنولوجيا
800,اللغة الإنجليزية,الكلية العالمية للعلوم والتكنولوجيا
801,العلوم الإدارية,الكلية العالمية للعلوم والتكنولوجيا
802,تقانة المعلومات,الكلية العالمية للعلوم والتكنولوجيا
803,الإعلام,الكلية العالمية للعلوم والتكنولوجيا
804,الطب والجراحة,كلية الفارابي للعلوم والتقانة
805,المختبرات الطبية,كلية الفارابي للعلوم والتقانة
806,التمريض,كلية الفارابي للعلوم والتقانة
807,الهندسة الكهربائية,كلية الفارابي للعلوم والتقانة
808,هندسة المعمار,كلية الفارابي للعلوم والتقانة
809,تقانة المعلومات,كلية الفارابي للعلوم والتقانة
810,العلوم الإدارية,كلية الفارابي للعلوم والتقانة
811,الهندسة الكهربائية والإلكترونية,كلية سيتي للعلوم والتكنولوجيا
812,هندسة العماره,كلية سيتي للعلوم والتكنولوجيا
813,الهندسة المدنية,كلية سيتي للعلوم والتكنولوجيا
814,العلوم الإدارية,كلية سيتي للعلوم والتكنولوجيا
815,الطب,كلية طيبة للعلوم والتكنولوجيا
816,الصيدلة,كلية طيبة للعلوم والتكنولوجيا
817,علوم المختبرات الطبية,كلية طيبة للعلوم والتكنولوجيا
818,التمريض,كلية طيبة للعلوم والتكنولوجيا
819,الهندسة الطبية,كلية طيبة للعلوم والتكنولوجيا
820,تقانة المعلومات,كلية طيبة للعلوم والتكنولوجيا
821,العلوم الإدارية,كلية طيبة للعلوم والتكنولوجيا
822,الطب,"كلية المجد للعلوم الطبية والتكنولوجيا - الحصاحيصا 
"
823,علوم المختبرات الطبية,"كلية المجد للعلوم الطبية والتكنولوجيا - الحصاحيصا 
"
824,علوم التمريض,"كلية المجد للعلوم الطبية والتكنولوجيا - الحصاحيصا 
"
825,العلوم الإدارية,"كلية المجد للعلوم الطبية والتكنولوجيا - الحصاحيصا 
"
826,تقانة المعلومات,"كلية المجد للعلوم الطبية والتكنولوجيا - الحصاحيصا 
"
827,الطب والجراحة,كلية الرياض العالمية - الخرطوم
828,طب الأسنان,كلية الرياض العالمية - الخرطوم
829,الصيدلة,كلية الرياض العالمية - الخرطوم
830,علوم المختبرات الطبية,كلية الرياض العالمية - الخرطوم
831,علوم التمريض,كلية الرياض العالمية - الخرطوم
832,تقانة المعلومات,كلية الرياض العالمية - الخرطوم
833,الإقتصاد,كلية غبيش للعلوم والتكنولوجيا - غبيش
834,العلوم الإدارية,كلية غبيش للعلوم والتكنولوجيا - غبيش
835,تقانة المعلومات,كلية غبيش للعلوم والتكنولوجيا - غبيش
836,القانون,كلية غبيش للعلوم والتكنولوجيا - غبيش
837,تقانة المعلومات,كلية خورطقت - الابيض
838,العلوم الإدارية ( ادارة الاعمال – المحاسبة),كلية خورطقت - الابيض
839,القانون,كلية خورطقت - الابيض
840,الطب,كلية زمزم - الخرطوم
841,الصيدلة,كلية زمزم - الخرطوم
842,المختبرات الطبية,كلية زمزم - الخرطوم
843,علوم التمريض,كلية زمزم - الخرطوم
844,تقانة المعلومات,كلية زمزم - الخرطوم
845,العلوم الإدارية – إدارة الأعمال,كلية زمزم - الخرطوم
846,الطب والجراحة,كلية ابن خلدون
847,طب الأسنان,كلية ابن خلدون
848,الصيدلة,كلية ابن خلدون
849,علوم المختبرات الطبية,كلية ابن خلدون
850,علوم التمريض,كلية ابن خلدون
851,تقانة المعلومات,كلية ابن خلدون
852,العلوم الإدارية,كلية ابن خلدون
853,تقانة المعلومات,كلية الشرق الأوسط التكنولوجية
854,العلوم الإدارية,كلية الشرق الأوسط التكنولوجية
855,الطب والجراحة,كلية جنوب الصحراء - الفاشر
856,المختبرات الطبية,كلية جنوب الصحراء - الفاشر
857,علوم التمريض,كلية جنوب الصحراء - الفاشر
858,نظم الحاسوب والشبكات,كلية جنوب الصحراء - الفاشر
859,الوسائط المتعددة,كلية جنوب الصحراء - الفاشر
860,تقانة المعلومات,كلية جنوب الصحراء - الفاشر
861,العلوم الإدارية,كلية جنوب الصحراء - الفاشر
862,الطب,كلية دارفور - نيالا
863,طب الأسنان,كلية دارفور - نيالا
864,علوم المختبرات الطبية,كلية دارفور - نيالا
865,علوم التمريض,كلية دارفور - نيالا
866,العلوم الإدارية,كلية دارفور - نيالا
867,اللغة الإنجليزية,كلية دارفور - نيالا
868,القرآن الكريم والدراسات الإسلامية - الدراسات الإسلامية,كلية السيد نورالدائم العجيمي التقانية – الولاية الشمالية
869,القرآن الكريم والدراسات الإسلامية - القراءات,كلية السيد نورالدائم العجيمي التقانية – الولاية الشمالية
870,الطب والجراحة,كلية عزة للبنات - الخرطوم
871,المختبرات الطبية,كلية عزة للبنات - الخرطوم
872,الأشعة والتصوير الطبى,كلية عزة للبنات - الخرطوم
873,العلاج الطبيعى,كلية عزة للبنات - الخرطوم
874,علوم التمريض,كلية عزة للبنات - الخرطوم
875,الطب والجراحة,كلية القلم للعلوم والتكنولوجيا – أم درمان
876,علوم المختبرات الطبية,كلية القلم للعلوم والتكنولوجيا – أم درمان
877,علوم التمريض,كلية القلم للعلوم والتكنولوجيا – أم درمان
878,علوم الأغذية والزراعة,كلية القلم للعلوم والتكنولوجيا – أم درمان
879,الدراسات الإسلامية,كلية القلم للعلوم والتكنولوجيا – أم درمان
880,العلوم الإدارية,كلية القلم للعلوم والتكنولوجيا – أم درمان
881,تقانة المعلومات,كلية القلم للعلوم والتكنولوجيا – أم درمان
882,الطب والجراحة,كلية شيكان - الأبيض
883,علوم الأشعة التشخيصية,كلية شيكان - الأبيض
884,التمريض,كلية شيكان - الأبيض
885,الطب,كلية البحرين - الدمازين
886,علوم المختبرات الطبية,كلية البحرين - الدمازين
887,العلوم الإدارية,كلية البحرين - الدمازين
888,الهندسة الطبية الاحيائية,كلية السافنا - نيالا
889,العلوم الإدارية,كلية السافنا - نيالا
890,العلوم الإدارية,كلية أم درمان للطيران والتكنولوجيا – أم درمان
891,الإقتصاد والعلوم المالية,كلية أم درمان للطيران والتكنولوجيا – أم درمان
892,الجمارك والتجارة الدولية,كلية أم درمان للطيران والتكنولوجيا – أم درمان
893,العمليات الجوية,كلية أم درمان للطيران والتكنولوجيا – أم درمان
894,تقانة المعلومات,كلية أم درمان للطيران والتكنولوجيا – أم درمان
895,الطب البشرى,كلية الأندلس للعلوم الطبية والتكنولوجيا - ودمدنى
896,المختبرات الطبية,كلية الأندلس للعلوم الطبية والتكنولوجيا - ودمدنى
897,التمريض,كلية الأندلس للعلوم الطبية والتكنولوجيا - ودمدنى
898,العلوم الإدارية,كلية الأندلس للعلوم الطبية والتكنولوجيا - ودمدنى
899,القانون,كلية الأندلس للعلوم الطبية والتكنولوجيا - ودمدنى
900,الطب,كلية الخوارزمي للعلوم والتكنولوجيا - بحري
901,المختبرات الطبية,كلية الخوارزمي للعلوم والتكنولوجيا - بحري
902,الأشعة والتصوير الطبي,كلية الخوارزمي للعلوم والتكنولوجيا - بحري
903,العلاج الطبيعي,كلية الخوارزمي للعلوم والتكنولوجيا - بحري
904,علوم التمريض,كلية الخوارزمي للعلوم والتكنولوجيا - بحري
905,تقانة المعلومات,كلية الخوارزمي للعلوم والتكنولوجيا - بحري
906,العلوم الإدارية,كلية الخوارزمي للعلوم والتكنولوجيا - بحري
907,الطب,كلية يونتي للعلوم الطبية والتكنولوجيا - نيالا
908,المختبرات الطبية,كلية يونتي للعلوم الطبية والتكنولوجيا - نيالا
909,علوم التمريض,كلية يونتي للعلوم الطبية والتكنولوجيا - نيالا
910,العلوم الإدارية,كلية يونتي للعلوم الطبية والتكنولوجيا - نيالا
911,القراءات وعلوم القرآن,أكاديمية القراء
912,الدعــوة,أكاديمية القراء
913,العلوم الإدارية,كلية الدمازين للعلوم الطبية والتكنولوجيا - الدمازين
914,تقانة المعلومات,كلية الدمازين للعلوم الطبية والتكنولوجيا - الدمازين
915,الطب,كلية الغرب للعلوم والتكنولوجيا
916,المختبرات الطبية,كلية الغرب للعلوم والتكنولوجيا
917,علوم التمريض,كلية الغرب للعلوم والتكنولوجيا
918,تقانة المعلومات,كلية الغرب للعلوم والتكنولوجيا
919,العلوم الإدارية,كلية الغرب للعلوم والتكنولوجيا
920,القانون,كلية الغرب للعلوم والتكنولوجيا
921,الإعلام والوسائط المتعددة,كلية الغرب للعلوم والتكنولوجيا
922,المختبرات الطبية,كلية النخبة – ود مدني
923,علوم التمريض,كلية النخبة – ود مدني
924,العلوم الإدارية,كلية النخبة – ود مدني
925,تقانة المعلومات,كلية النخبة – ود مدني
926,الطب,كلية المناقل للعلوم الطبية والهندسية
927,المختبرات الطبية,كلية المناقل للعلوم الطبية والهندسية
928,علوم التمريض,كلية المناقل للعلوم الطبية والهندسية
929,العلوم الإدارية,كلية المناقل للعلوم الطبية والهندسية
930,الطب,كلية النهرين - الخرطوم
931,المختبرات الطبية,كلية النهرين - الخرطوم
932,علوم الأشـعة,كلية النهرين - الخرطوم
933,علوم التمريض,كلية النهرين - الخرطوم
934,العلوم الإدارية,كلية النهرين - الخرطوم
935,المختبرات الطبية,كلية ابوروف للعلوم والتكنولوجيا -امدرمان
936,علوم التمريض,كلية ابوروف للعلوم والتكنولوجيا -امدرمان
937,تقانة المعلومات,كلية ابوروف للعلوم والتكنولوجيا -امدرمان
938,الإقتصاد والعلوم المالية والمصرفية - الإقتصاد,كلية ابوروف للعلوم والتكنولوجيا -امدرمان
939,الإقتصاد والعلوم المالية والمصرفية – العلوم الإدارية,كلية ابوروف للعلوم والتكنولوجيا -امدرمان
940,اللغة الإنجليزية,كلية ابوروف للعلوم والتكنولوجيا -امدرمان
941,القانون,كلية ابوروف للعلوم والتكنولوجيا -امدرمان
942,نظم المعلومات المحاسبية,كلية ام القرى للعلوم والتكنولوجيا
943,نظم المعلومات الإدارية,كلية ام القرى للعلوم والتكنولوجيا
944,نظم المعلومات المصرفية والمالية,كلية ام القرى للعلوم والتكنولوجيا
945,القانون,كلية ام القرى للعلوم والتكنولوجيا
946,التربية – الحاسوب والتربية,كلية ام القرى للعلوم والتكنولوجيا
947,التربية – الخاصة,كلية ام القرى للعلوم والتكنولوجيا
948,التربيـة التعليم المدرسي,كلية ام القرى للعلوم والتكنولوجيا
949,التجارة والعلوم الجمركية,كلية البحير – نيالا
950,علم الإجتماع,كلية البحير – نيالا
951,الطب والجراحة,كلية المصورات للعلوم الطبية والتكنولوجيا – المناقل
952,علوم المختبرات الطبية,كلية المصورات للعلوم الطبية والتكنولوجيا – المناقل
953,علوم التمريض,كلية المصورات للعلوم الطبية والتكنولوجيا – المناقل
954,تقنية المعلومات,كلية المصورات للعلوم الطبية والتكنولوجيا – المناقل
955,الطب والجراحة,كلية الشمال للعلوم الطبية والتكنولوجيا – مروي
956,التمريض,كلية الشمال للعلوم الطبية والتكنولوجيا – مروي
957,تقنية المعلومات,كلية الشمال للعلوم الطبية والتكنولوجيا – مروي
958,المحاسبة,كلية الشمال للعلوم الطبية والتكنولوجيا – مروي
959,إدارة الأعمال,كلية الشمال للعلوم الطبية والتكنولوجيا – مروي
960,الطب والجراحة,كلية السلطنة – سنار
961,المختبرات الطبية,كلية السلطنة – سنار
962,التمريض,كلية السلطنة – سنار
963,تقانة المعلومات,كلية السلطنة – سنار
964,العلوم الإدارية,كلية الإتحاد الدولية – الخرطوم بحري
965,علم النفس ( الإحتياجات الخاصة ),كلية الإتحاد الدولية – الخرطوم بحري
966,الطب والجراحة,كلية تانوب للعلوم الطبية والتكنولوجيا - دنقلا
967,المختبرات الطبية,كلية تانوب للعلوم الطبية والتكنولوجيا - دنقلا
968,علوم التمريض,كلية تانوب للعلوم الطبية والتكنولوجيا - دنقلا
969,تقانة المعلومات,كلية تانوب للعلوم الطبية والتكنولوجيا - دنقلا
970,العلـوم الإداريـة,كلية تانوب للعلوم الطبية والتكنولوجيا - دنقلا
971,الطب والجراحة,كلية نهر النيل للعلوم والتكنولوجيا - عطبرة
972,علوم التمريض,كلية نهر النيل للعلوم والتكنولوجيا - عطبرة
973,تقانة المعلومات,كلية نهر النيل للعلوم والتكنولوجيا - عطبرة
974,العلـوم الإداريـة - المحاسبة,كلية نهر النيل للعلوم والتكنولوجيا - عطبرة
975,العلـوم الإداريـة – إدارة الأعمال,كلية نهر النيل للعلوم والتكنولوجيا - عطبرة
976,العلـوم الإداريـة - التسويق,كلية نهر النيل للعلوم والتكنولوجيا - عطبرة
978,الشريعة والقانون,كلية جبرة العلمية- الخرطوم
979,علوم المختبرات الطبية,كلية الصفا - الخرطوم
980,الطب والجراحة,الكلية العالمية للعلوم والتكنولوجيا
1000,تقانة المعلومات,أكاديمية تاج الحافظين العالمية - الخرطوم
1001,نظم المعلومات,أكاديمية تاج الحافظين العالمية - الخرطوم
1002,العلوم الإدارية,أكاديمية تاج الحافظين العالمية - الخرطوم
1003,الإقتصاد والعلوم المالية والإسلامية,أكاديمية تاج الحافظين العالمية - الخرطوم
1004,التربية القسم العلمى,أكاديمية تاج الحافظين العالمية - الخرطوم
1005,التربية القسم الأدبى,أكاديمية تاج الحافظين العالمية - الخرطوم
1006,التربية مرحلة الأساس,أكاديمية تاج الحافظين العالمية - الخرطوم
1007,اصول الدين - القراءات,أكاديمية تاج الحافظين العالمية - الخرطوم
1008,اصول الدين - الدراسات الإسلامية,أكاديمية تاج الحافظين العالمية - الخرطوم
1009,الشـريعـة والـقـانـون,أكاديمية تاج الحافظين العالمية - الخرطوم
1010,الإعلام,أكاديمية تاج الحافظين العالمية - الخرطوم
1022,تقانة المعلومات,كلية الصفا - الخرطوم
1023,العلوم الادارية - المحاسبة,كلية الصفا - الخرطوم
1024,تقانة المعلومات,كلية القضارف للعلوم والتكنولوجيا - القضارف
1025,العلوم الادارية - ادارة الاعمال,كلية الصفا - الخرطوم
1026,الاعلام,كلية المجد للعلوم الطبية والتكنولوجيا - الحصاحيصا
1027,كلية طب الاسنان,جامعة الشيخ عبدالله البدرى
1028,المختبرات الطبية,كلية شيكان - الأبيض
1029,العلاج الطبيعي,كلية الرياض العالمية - الخرطوم
1030,الطب والجراحة,كلية النخبة – ود مدني
1031,العلوم الادارية - المحاسبة,كلية السلطنة – سنار
1032,طب الاسنان,كلية الشمال للعلوم الطبية والتكنولوجيا – مروي
1033,العلوم الادارية - ادارة الاعمال,كلية السلطنة – سنار
1034,العلوم الادارية - التسويق,كلية السلطنة – سنار
1035,علوم التمريض,كلية البحرين - الدمازين
1036,العلوم الادارية - المحاسبة,كلية شيكان - الأبيض
1037,العلوم الادارية - ادارة الاعمال,كلية شيكان - الأبيض
1038,العلوم الادارية - التسوق,كلية شيكان - الأبيض
1039,علوم التمريض,كلية السافنا - نيالا
1040,الصيدلة,كلية دلتا العلوم والتكنولوجيا - امدرمان
1041,علوم التمريض,"كلية كوستي للعلوم والتكنولوجيا - كوستي
"
1042,العلوم الادارية,"كلية كوستي للعلوم والتكنولوجيا - كوستي
"
1043,علوم التمريض,كلية الدمازين للعلوم الطبية والتكنولوجيا - الدمازين
1044,علوم التمريض,كلية النور للعلوم والتكنولوجيا
1045,"كلية الهندسة والعماره – الهندسة الطبية الحيوية
",الجامعة الوطنية
1046,الطب والجراحة,كلية المدار
1047,الذكاء الإصطناعي,كلية القلم للعلوم والتكنولوجيا – أم درمان
1048,طب وجراحة الأسنان,كلية الجزيرة للعلوم الطبية والتكنولوجيا - مدنى
